label,f_hat_hz,snr_db,tone_power,noise_power,am_depth_rms,pm_rms_rad,am_peak_hz_below50,am_peak_power_frac_below50,pm_peak_hz_below50,pm_peak_power_frac_below50
default_1.00,1500.0599999999954,24.963709830815226,0.010923012844168925,3.483144255338196e-05,0.0452475452630666,0.09945508815809274,2.9296875,0.44905469270951476,2.9296875,0.7085006342157038
best_0.35,1500.0799999999954,25.66626421667531,0.007971301103173175,2.1622345000313908e-05,0.051658009254082815,0.03610306249742705,2.9296875,0.4653647296723466,2.9296875,0.7170372335030117
